year_beg,pom,no_hedge_current,no_hedge_highest,with_hedge_current,rebalanced_current,year_end
1990,0.1,0.07,0.075,0.061,0.056,2018
1990,0.12,0.07,0.075,0.065,0.056,2018
1990,0.14,0.07,0.075,0.068,0.056,2018
1990,0.16,0.07,0.075,0.069,0.056,2018
1990,0.18,0.07,0.075,0.066,0.056,2018
1991,0.1,0.075,0.081,0.069,0.059,2018
1991,0.12,0.075,0.081,0.07,0.059,2018
1991,0.14,0.075,0.081,0.074,0.059,2018
1991,0.16,0.075,0.081,0.074,0.059,2018
1991,0.18,0.075,0.081,0.074,0.059,2018
1992,0.1,0.069,0.075,0.06,0.055,2018
1992,0.12,0.069,0.075,0.066,0.055,2018
1992,0.14,0.069,0.075,0.067,0.055,2018
1992,0.16,0.069,0.075,0.07,0.055,2018
1992,0.18,0.069,0.075,0.07,0.055,2018
1993,0.1,0.07,0.076,0.064,0.056,2018
1993,0.12,0.07,0.076,0.065,0.056,2018
1993,0.14,0.07,0.076,0.069,0.056,2018
1993,0.16,0.07,0.076,0.072,0.056,2018
1993,0.18,0.07,0.076,0.066,0.056,2018
1994,0.1,0.07,0.076,0.061,0.055,2018
1994,0.12,0.07,0.076,0.066,0.055,2018
1994,0.14,0.07,0.076,0.067,0.055,2018
1994,0.16,0.07,0.076,0.067,0.055,2018
1994,0.18,0.07,0.076,0.069,0.055,2018
1995,0.1,0.073,0.08,0.064,0.058,2018
1995,0.12,0.073,0.08,0.068,0.058,2018
1995,0.14,0.073,0.08,0.072,0.058,2018
1995,0.16,0.073,0.08,0.072,0.058,2018
1995,0.18,0.073,0.08,0.072,0.058,2018
1996,0.1,0.063,0.07,0.054,0.05,2018
1996,0.12,0.063,0.07,0.058,0.05,2018
1996,0.14,0.063,0.07,0.061,0.05,2018
1996,0.16,0.063,0.07,0.061,0.05,2018
1996,0.18,0.063,0.07,0.065,0.05,2018
1997,0.1,0.057,0.065,0.048,0.047,2018
1997,0.12,0.057,0.065,0.055,0.047,2018
1997,0.14,0.057,0.065,0.056,0.047,2018
1997,0.16,0.057,0.065,0.057,0.047,2018
1997,0.18,0.057,0.065,0.056,0.047,2018
1998,0.1,0.046,0.054,0.038,0.037,2018
1998,0.12,0.046,0.054,0.042,0.037,2018
1998,0.14,0.046,0.054,0.046,0.037,2018
1998,0.16,0.046,0.054,0.044,0.037,2018
1998,0.18,0.046,0.054,0.048,0.037,2018
1999,0.1,0.036,0.044,0.032,0.033,2018
1999,0.12,0.036,0.044,0.033,0.033,2018
1999,0.14,0.036,0.044,0.035,0.033,2018
1999,0.16,0.036,0.044,0.04,0.033,2018
1999,0.18,0.036,0.044,0.035,0.033,2018
2000,0.1,0.029,0.038,0.026,0.029,2018
2000,0.12,0.029,0.038,0.03,0.029,2018
2000,0.14,0.029,0.038,0.032,0.029,2018
2000,0.16,0.029,0.038,0.029,0.029,2018
2000,0.18,0.029,0.038,0.029,0.029,2018
2001,0.1,0.038,0.047,0.03,0.032,2018
2001,0.12,0.038,0.047,0.036,0.032,2018
2001,0.14,0.038,0.047,0.037,0.032,2018
2001,0.16,0.038,0.047,0.034,0.032,2018
2001,0.18,0.038,0.047,0.038,0.032,2018
2002,0.1,0.047,0.056,0.037,0.038,2018
2002,0.12,0.047,0.056,0.049,0.038,2018
2002,0.14,0.047,0.056,0.043,0.038,2018
2002,0.16,0.047,0.056,0.045,0.038,2018
2002,0.18,0.047,0.056,0.046,0.038,2018
2003,0.1,0.065,0.076,0.052,0.049,2018
2003,0.12,0.065,0.076,0.055,0.049,2018
2003,0.14,0.065,0.076,0.06,0.049,2018
2003,0.16,0.065,0.076,0.061,0.049,2018
2003,0.18,0.065,0.076,0.066,0.049,2018
2004,0.1,0.056,0.067,0.044,0.042,2018
2004,0.12,0.056,0.067,0.051,0.042,2018
2004,0.14,0.056,0.067,0.053,0.042,2018
2004,0.16,0.056,0.067,0.053,0.042,2018
2004,0.18,0.056,0.067,0.057,0.042,2018
2005,0.1,0.054,0.066,0.045,0.042,2018
2005,0.12,0.054,0.066,0.047,0.042,2018
2005,0.14,0.054,0.066,0.051,0.042,2018
2005,0.16,0.054,0.066,0.053,0.042,2018
2005,0.18,0.054,0.066,0.05,0.042,2018
2006,0.1,0.054,0.066,0.045,0.041,2018
2006,0.12,0.054,0.066,0.056,0.041,2018
2006,0.14,0.054,0.066,0.053,0.041,2018
2006,0.16,0.054,0.066,0.051,0.041,2018
2006,0.18,0.054,0.066,0.057,0.041,2018
2007,0.1,0.049,0.062,0.041,0.038,2018
2007,0.12,0.049,0.062,0.051,0.038,2018
2007,0.14,0.049,0.062,0.045,0.038,2018
2007,0.16,0.049,0.062,0.047,0.038,2018
2007,0.18,0.049,0.062,0.045,0.038,2018
2008,0.1,0.051,0.066,0.044,0.039,2018
2008,0.12,0.051,0.066,0.046,0.039,2018
2008,0.14,0.051,0.066,0.053,0.039,2018
2008,0.16,0.051,0.066,0.051,0.039,2018
2008,0.18,0.051,0.066,0.051,0.039,2018
2009,0.1,0.104,0.121,0.076,0.068,2018
2009,0.12,0.104,0.121,0.084,0.068,2018
2009,0.14,0.104,0.121,0.088,0.068,2018
2009,0.16,0.104,0.121,0.09,0.068,2018
2009,0.18,0.104,0.121,0.092,0.068,2018
2010,0.1,0.092,0.111,0.076,0.061,2018
2010,0.12,0.092,0.111,0.075,0.061,2018
2010,0.14,0.092,0.111,0.08,0.061,2018
2010,0.16,0.092,0.111,0.083,0.061,2018
2010,0.18,0.092,0.111,0.085,0.061,2018
2011,0.1,0.089,0.11,0.067,0.058,2018
2011,0.12,0.089,0.11,0.071,0.058,2018
2011,0.14,0.089,0.11,0.074,0.058,2018
2011,0.16,0.089,0.11,0.079,0.058,2018
2011,0.18,0.089,0.11,0.079,0.058,2018
2012,0.1,0.101,0.126,0.075,0.066,2018
2012,0.12,0.101,0.126,0.079,0.066,2018
2012,0.14,0.101,0.126,0.086,0.066,2018
2012,0.16,0.101,0.126,0.09,0.066,2018
2012,0.18,0.101,0.126,0.09,0.066,2018
2013,0.1,0.094,0.123,0.073,0.062,2018
2013,0.12,0.094,0.123,0.076,0.062,2018
2013,0.14,0.094,0.123,0.079,0.062,2018
2013,0.16,0.094,0.123,0.084,0.062,2018
2013,0.18,0.094,0.123,0.086,0.062,2018
2014,0.1,0.065,0.099,0.053,0.046,2018
2014,0.12,0.065,0.099,0.049,0.046,2018
2014,0.14,0.065,0.099,0.053,0.046,2018
2014,0.16,0.065,0.099,0.056,0.046,2018
2014,0.18,0.065,0.099,0.056,0.046,2018
2015,0.1,0.051,0.092,0.026,0.037,2018
2015,0.12,0.051,0.092,0.032,0.037,2018
2015,0.14,0.051,0.092,0.037,0.037,2018
2015,0.16,0.051,0.092,0.04,0.037,2018
2015,0.18,0.051,0.092,0.04,0.037,2018
2016,0.1,0.076,0.134,0.059,0.05,2018
2016,0.12,0.076,0.134,0.047,0.05,2018
2016,0.14,0.076,0.134,0.061,0.05,2018
2016,0.16,0.076,0.134,0.059,0.05,2018
2016,0.18,0.076,0.134,0.062,0.05,2018
2017,0.1,0.054,0.14,0.024,0.036,2018
2017,0.12,0.054,0.14,0.025,0.036,2018
2017,0.14,0.054,0.14,0.037,0.036,2018
2017,0.16,0.054,0.14,0.043,0.036,2018
2017,0.18,0.054,0.14,0.043,0.036,2018
1990,0.1,0.076,0.076,0.069,0.06,2019
1990,0.12,0.076,0.076,0.072,0.06,2019
1990,0.14,0.076,0.076,0.075,0.06,2019
1990,0.16,0.076,0.076,0.075,0.06,2019
1990,0.18,0.076,0.076,0.073,0.06,2019
1991,0.1,0.082,0.082,0.075,0.063,2019
1991,0.12,0.082,0.082,0.077,0.063,2019
1991,0.14,0.082,0.082,0.08,0.063,2019
1991,0.16,0.082,0.082,0.08,0.063,2019
1991,0.18,0.082,0.082,0.081,0.063,2019
1992,0.1,0.076,0.076,0.067,0.059,2019
1992,0.12,0.076,0.076,0.072,0.059,2019
1992,0.14,0.076,0.076,0.074,0.059,2019
1992,0.16,0.076,0.076,0.076,0.059,2019
1992,0.18,0.076,0.076,0.076,0.059,2019
1993,0.1,0.077,0.077,0.07,0.06,2019
1993,0.12,0.077,0.077,0.072,0.06,2019
1993,0.14,0.077,0.077,0.076,0.06,2019
1993,0.16,0.077,0.077,0.078,0.06,2019
1993,0.18,0.077,0.077,0.073,0.06,2019
1994,0.1,0.077,0.077,0.069,0.06,2019
1994,0.12,0.077,0.077,0.073,0.06,2019
1994,0.14,0.077,0.077,0.074,0.06,2019
1994,0.16,0.077,0.077,0.075,0.06,2019
1994,0.18,0.077,0.077,0.076,0.06,2019
1995,0.1,0.081,0.081,0.072,0.062,2019
1995,0.12,0.081,0.081,0.076,0.062,2019
1995,0.14,0.081,0.081,0.079,0.062,2019
1995,0.16,0.081,0.081,0.08,0.062,2019
1995,0.18,0.081,0.081,0.08,0.062,2019
1996,0.1,0.071,0.071,0.062,0.056,2019
1996,0.12,0.071,0.071,0.067,0.056,2019
1996,0.14,0.071,0.071,0.069,0.056,2019
1996,0.16,0.071,0.071,0.07,0.056,2019
1996,0.18,0.071,0.071,0.073,0.056,2019
1997,0.1,0.066,0.066,0.057,0.052,2019
1997,0.12,0.066,0.066,0.063,0.052,2019
1997,0.14,0.066,0.066,0.065,0.052,2019
1997,0.16,0.066,0.066,0.066,0.052,2019
1997,0.18,0.066,0.066,0.065,0.052,2019
1998,0.1,0.056,0.056,0.048,0.043,2019
1998,0.12,0.056,0.056,0.052,0.043,2019
1998,0.14,0.056,0.056,0.055,0.043,2019
1998,0.16,0.056,0.056,0.054,0.043,2019
1998,0.18,0.056,0.056,0.057,0.043,2019
1999,0.1,0.047,0.047,0.041,0.039,2019
1999,0.12,0.047,0.047,0.044,0.039,2019
1999,0.14,0.047,0.047,0.045,0.039,2019
1999,0.16,0.047,0.047,0.049,0.039,2019
1999,0.18,0.047,0.047,0.046,0.039,2019
2000,0.1,0.041,0.041,0.036,0.037,2019
2000,0.12,0.041,0.041,0.04,0.037,2019
2000,0.14,0.041,0.041,0.042,0.037,2019
2000,0.16,0.041,0.041,0.04,0.037,2019
2000,0.18,0.041,0.041,0.04,0.037,2019
2001,0.1,0.05,0.05,0.042,0.039,2019
2001,0.12,0.05,0.05,0.046,0.039,2019
2001,0.14,0.05,0.05,0.048,0.039,2019
2001,0.16,0.05,0.05,0.047,0.039,2019
2001,0.18,0.05,0.05,0.049,0.039,2019
2002,0.1,0.059,0.059,0.05,0.046,2019
2002,0.12,0.059,0.059,0.058,0.046,2019
2002,0.14,0.059,0.059,0.055,0.046,2019
2002,0.16,0.059,0.059,0.057,0.046,2019
2002,0.18,0.059,0.059,0.058,0.046,2019
2003,0.1,0.077,0.078,0.065,0.056,2019
2003,0.12,0.077,0.078,0.069,0.056,2019
2003,0.14,0.077,0.078,0.072,0.056,2019
2003,0.16,0.077,0.078,0.073,0.056,2019
2003,0.18,0.077,0.078,0.077,0.056,2019
2004,0.1,0.069,0.069,0.059,0.051,2019
2004,0.12,0.069,0.069,0.063,0.051,2019
2004,0.14,0.069,0.069,0.066,0.051,2019
2004,0.16,0.069,0.069,0.067,0.051,2019
2004,0.18,0.069,0.069,0.069,0.051,2019
2005,0.1,0.068,0.068,0.056,0.051,2019
2005,0.12,0.068,0.068,0.061,0.051,2019
2005,0.14,0.068,0.068,0.065,0.051,2019
2005,0.16,0.068,0.068,0.066,0.051,2019
2005,0.18,0.068,0.068,0.065,0.051,2019
2006,0.1,0.069,0.069,0.059,0.05,2019
2006,0.12,0.069,0.069,0.068,0.05,2019
2006,0.14,0.069,0.069,0.067,0.05,2019
2006,0.16,0.069,0.069,0.067,0.05,2019
2006,0.18,0.069,0.069,0.07,0.05,2019
2007,0.1,0.065,0.066,0.056,0.049,2019
2007,0.12,0.065,0.066,0.065,0.049,2019
2007,0.14,0.065,0.066,0.061,0.049,2019
2007,0.16,0.065,0.066,0.063,0.049,2019
2007,0.18,0.065,0.066,0.062,0.049,2019
2008,0.1,0.069,0.069,0.057,0.051,2019
2008,0.12,0.069,0.069,0.063,0.051,2019
2008,0.14,0.069,0.069,0.069,0.051,2019
2008,0.16,0.069,0.069,0.069,0.051,2019
2008,0.18,0.069,0.069,0.068,0.051,2019
2009,0.1,0.12,0.12,0.093,0.078,2019
2009,0.12,0.12,0.12,0.102,0.078,2019
2009,0.14,0.12,0.12,0.106,0.078,2019
2009,0.16,0.12,0.12,0.108,0.078,2019
2009,0.18,0.12,0.12,0.111,0.078,2019
2010,0.1,0.111,0.111,0.09,0.072,2019
2010,0.12,0.111,0.111,0.096,0.072,2019
2010,0.14,0.111,0.111,0.099,0.072,2019
2010,0.16,0.111,0.111,0.102,0.072,2019
2010,0.18,0.111,0.111,0.103,0.072,2019
2011,0.1,0.109,0.11,0.09,0.072,2019
2011,0.12,0.109,0.11,0.094,0.072,2019
2011,0.14,0.109,0.11,0.097,0.072,2019
2011,0.16,0.109,0.11,0.101,0.072,2019
2011,0.18,0.109,0.11,0.103,0.072,2019
2012,0.1,0.123,0.123,0.101,0.081,2019
2012,0.12,0.123,0.123,0.105,0.081,2019
2012,0.14,0.123,0.123,0.11,0.081,2019
2012,0.16,0.123,0.123,0.113,0.081,2019
2012,0.18,0.123,0.123,0.115,0.081,2019
2013,0.1,0.12,0.12,0.098,0.079,2019
2013,0.12,0.12,0.12,0.102,0.079,2019
2013,0.14,0.12,0.12,0.107,0.079,2019
2013,0.16,0.12,0.12,0.111,0.079,2019
2013,0.18,0.12,0.12,0.113,0.079,2019
2014,0.1,0.099,0.1,0.077,0.066,2019
2014,0.12,0.099,0.1,0.082,0.066,2019
2014,0.14,0.099,0.1,0.088,0.066,2019
2014,0.16,0.099,0.1,0.09,0.066,2019
2014,0.18,0.099,0.1,0.093,0.066,2019
2015,0.1,0.094,0.095,0.073,0.066,2019
2015,0.12,0.094,0.095,0.075,0.066,2019
2015,0.14,0.094,0.095,0.082,0.066,2019
2015,0.16,0.094,0.095,0.084,0.066,2019
2015,0.18,0.094,0.095,0.088,0.066,2019
2016,0.1,0.126,0.127,0.094,0.084,2019
2016,0.12,0.126,0.127,0.102,0.084,2019
2016,0.14,0.126,0.127,0.111,0.084,2019
2016,0.16,0.126,0.127,0.111,0.084,2019
2016,0.18,0.126,0.127,0.114,0.084,2019
2017,0.1,0.127,0.128,0.099,0.083,2019
2017,0.12,0.127,0.128,0.102,0.083,2019
2017,0.14,0.127,0.128,0.116,0.083,2019
2017,0.16,0.127,0.128,0.113,0.083,2019
2017,0.18,0.127,0.128,0.117,0.083,2019
2018,0.1,0.095,0.097,0.064,0.062,2019
2018,0.12,0.095,0.097,0.075,0.062,2019
2018,0.14,0.095,0.097,0.08,0.062,2019
2018,0.16,0.095,0.097,0.082,0.062,2019
2018,0.18,0.095,0.097,0.085,0.062,2019
1990,0.1,0.075,0.077,0.069,0.058,2020
1990,0.12,0.075,0.077,0.07,0.058,2020
1990,0.14,0.075,0.077,0.073,0.058,2020
1990,0.16,0.075,0.077,0.073,0.058,2020
1990,0.18,0.075,0.077,0.071,0.058,2020
1991,0.1,0.08,0.082,0.073,0.062,2020
1991,0.12,0.08,0.082,0.075,0.062,2020
1991,0.14,0.08,0.082,0.078,0.062,2020
1991,0.16,0.08,0.082,0.078,0.062,2020
1991,0.18,0.08,0.082,0.079,0.062,2020
1992,0.1,0.074,0.076,0.065,0.057,2020
1992,0.12,0.074,0.076,0.07,0.057,2020
1992,0.14,0.074,0.076,0.072,0.057,2020
1992,0.16,0.074,0.076,0.075,0.057,2020
1992,0.18,0.074,0.076,0.074,0.057,2020
1993,0.1,0.075,0.077,0.068,0.058,2020
1993,0.12,0.075,0.077,0.073,0.058,2020
1993,0.14,0.075,0.077,0.074,0.058,2020
1993,0.16,0.075,0.077,0.076,0.058,2020
1993,0.18,0.075,0.077,0.072,0.058,2020
1994,0.1,0.075,0.078,0.066,0.058,2020
1994,0.12,0.075,0.078,0.072,0.058,2020
1994,0.14,0.075,0.078,0.072,0.058,2020
1994,0.16,0.075,0.078,0.072,0.058,2020
1994,0.18,0.075,0.078,0.074,0.058,2020
1995,0.1,0.079,0.081,0.07,0.061,2020
1995,0.12,0.079,0.081,0.074,0.061,2020
1995,0.14,0.079,0.081,0.076,0.061,2020
1995,0.16,0.079,0.081,0.077,0.061,2020
1995,0.18,0.079,0.081,0.077,0.061,2020
1996,0.1,0.069,0.072,0.06,0.054,2020
1996,0.12,0.069,0.072,0.067,0.054,2020
1996,0.14,0.069,0.072,0.067,0.054,2020
1996,0.16,0.069,0.072,0.067,0.054,2020
1996,0.18,0.069,0.072,0.07,0.054,2020
1997,0.1,0.064,0.067,0.055,0.05,2020
1997,0.12,0.064,0.067,0.061,0.05,2020
1997,0.14,0.064,0.067,0.063,0.05,2020
1997,0.16,0.064,0.067,0.064,0.05,2020
1997,0.18,0.064,0.067,0.063,0.05,2020
1998,0.1,0.054,0.057,0.047,0.042,2020
1998,0.12,0.054,0.057,0.053,0.042,2020
1998,0.14,0.054,0.057,0.053,0.042,2020
1998,0.16,0.054,0.057,0.051,0.042,2020
1998,0.18,0.054,0.057,0.055,0.042,2020
1999,0.1,0.045,0.048,0.04,0.038,2020
1999,0.12,0.045,0.048,0.042,0.038,2020
1999,0.14,0.045,0.048,0.043,0.038,2020
1999,0.16,0.045,0.048,0.047,0.038,2020
1999,0.18,0.045,0.048,0.044,0.038,2020
2000,0.1,0.039,0.042,0.034,0.035,2020
2000,0.12,0.039,0.042,0.038,0.035,2020
2000,0.14,0.039,0.042,0.041,0.035,2020
2000,0.16,0.039,0.042,0.038,0.035,2020
2000,0.18,0.039,0.042,0.038,0.035,2020
2001,0.1,0.048,0.051,0.041,0.038,2020
2001,0.12,0.048,0.051,0.045,0.038,2020
2001,0.14,0.048,0.051,0.045,0.038,2020
2001,0.16,0.048,0.051,0.044,0.038,2020
2001,0.18,0.048,0.051,0.047,0.038,2020
2002,0.1,0.056,0.06,0.049,0.044,2020
2002,0.12,0.056,0.06,0.059,0.044,2020
2002,0.14,0.056,0.06,0.053,0.044,2020
2002,0.16,0.056,0.06,0.054,0.044,2020
2002,0.18,0.056,0.06,0.055,0.044,2020
2003,0.1,0.074,0.078,0.06,0.054,2020
2003,0.12,0.074,0.078,0.069,0.054,2020
2003,0.14,0.074,0.078,0.069,0.054,2020
2003,0.16,0.074,0.078,0.07,0.054,2020
2003,0.18,0.074,0.078,0.074,0.054,2020
2004,0.1,0.066,0.07,0.059,0.049,2020
2004,0.12,0.066,0.07,0.061,0.049,2020
2004,0.14,0.066,0.07,0.062,0.049,2020
2004,0.16,0.066,0.07,0.062,0.049,2020
2004,0.18,0.066,0.07,0.066,0.049,2020
2005,0.1,0.065,0.069,0.053,0.049,2020
2005,0.12,0.065,0.069,0.059,0.049,2020
2005,0.14,0.065,0.069,0.062,0.049,2020
2005,0.16,0.065,0.069,0.063,0.049,2020
2005,0.18,0.065,0.069,0.062,0.049,2020
2006,0.1,0.066,0.07,0.055,0.048,2020
2006,0.12,0.066,0.07,0.064,0.048,2020
2006,0.14,0.066,0.07,0.062,0.048,2020
2006,0.16,0.066,0.07,0.063,0.048,2020
2006,0.18,0.066,0.07,0.067,0.048,2020
2007,0.1,0.062,0.066,0.052,0.046,2020
2007,0.12,0.062,0.066,0.06,0.046,2020
2007,0.14,0.062,0.066,0.056,0.046,2020
2007,0.16,0.062,0.066,0.06,0.046,2020
2007,0.18,0.062,0.066,0.059,0.046,2020
2008,0.1,0.065,0.07,0.053,0.048,2020
2008,0.12,0.065,0.07,0.064,0.048,2020
2008,0.14,0.065,0.07,0.063,0.048,2020
2008,0.16,0.065,0.07,0.064,0.048,2020
2008,0.18,0.065,0.07,0.064,0.048,2020
2009,0.1,0.113,0.118,0.087,0.074,2020
2009,0.12,0.113,0.118,0.097,0.074,2020
2009,0.14,0.113,0.118,0.107,0.074,2020
2009,0.16,0.113,0.118,0.102,0.074,2020
2009,0.18,0.113,0.118,0.103,0.074,2020
2010,0.1,0.104,0.11,0.084,0.068,2020
2010,0.12,0.104,0.11,0.089,0.068,2020
2010,0.14,0.104,0.11,0.093,0.068,2020
2010,0.16,0.104,0.11,0.096,0.068,2020
2010,0.18,0.104,0.11,0.097,0.068,2020
2011,0.1,0.102,0.108,0.079,0.067,2020
2011,0.12,0.102,0.108,0.087,0.067,2020
2011,0.14,0.102,0.108,0.09,0.067,2020
2011,0.16,0.102,0.108,0.094,0.067,2020
2011,0.18,0.102,0.108,0.094,0.067,2020
2012,0.1,0.114,0.121,0.099,0.075,2020
2012,0.12,0.114,0.121,0.096,0.075,2020
2012,0.14,0.114,0.121,0.102,0.075,2020
2012,0.16,0.114,0.121,0.104,0.075,2020
2012,0.18,0.114,0.121,0.104,0.075,2020
2013,0.1,0.109,0.118,0.088,0.072,2020
2013,0.12,0.109,0.118,0.096,0.072,2020
2013,0.14,0.109,0.118,0.098,0.072,2020
2013,0.16,0.109,0.118,0.101,0.072,2020
2013,0.18,0.109,0.118,0.103,0.072,2020
2014,0.1,0.089,0.099,0.069,0.059,2020
2014,0.12,0.089,0.099,0.076,0.059,2020
2014,0.14,0.089,0.099,0.079,0.059,2020
2014,0.16,0.089,0.099,0.081,0.059,2020
2014,0.18,0.089,0.099,0.083,0.059,2020
2015,0.1,0.083,0.094,0.072,0.066,2020
2015,0.12,0.083,0.094,0.068,0.066,2020
2015,0.14,0.083,0.094,0.072,0.066,2020
2015,0.16,0.083,0.094,0.074,0.066,2020
2015,0.18,0.083,0.094,0.074,0.066,2020
2016,0.1,0.108,0.122,0.079,0.073,2020
2016,0.12,0.108,0.122,0.087,0.073,2020
2016,0.14,0.108,0.122,0.09,0.073,2020
2016,0.16,0.108,0.122,0.095,0.073,2020
2016,0.18,0.108,0.122,0.097,0.073,2020
2017,0.1,0.104,0.122,0.093,0.068,2020
2017,0.12,0.104,0.122,0.083,0.068,2020
2017,0.14,0.104,0.122,0.088,0.068,2020
2017,0.16,0.104,0.122,0.092,0.068,2020
2017,0.18,0.104,0.122,0.095,0.068,2020
2018,0.1,0.07,0.094,0.044,0.046,2020
2018,0.12,0.07,0.094,0.078,0.046,2020
2018,0.14,0.07,0.094,0.058,0.046,2020
2018,0.16,0.07,0.094,0.06,0.046,2020
2018,0.18,0.07,0.094,0.062,0.046,2020
2019,0.1,0.171,0.216,0.103,0.119,2020
2019,0.12,0.171,0.216,0.107,0.119,2020
2019,0.14,0.171,0.216,0.115,0.119,2020
2019,0.16,0.171,0.216,0.124,0.119,2020
2019,0.18,0.171,0.216,0.128,0.119,2020
